Postcode,ABN,StartYear,EndYear
5000,33208904378,0.0,2006.0833333333333
5006,50399490397,0.0,2013.25
5000,36607328169,0.0,2015.3333333333333
5000,44710305412,2001.5,2015.5833333333333
5000,44845364515,0.0,2004.0
5000,49007684013,2000.25,2015.5833333333333
5006,52407804106,0.0,2013.0833333333333
5000,22495844853,0.0,2015.0833333333333
5000,35631256143,2011.1666666666667,2015.5833333333333
5006,14914895806,2000.3333333333333,2015.5833333333333
5000,20856474858,0.0,2001.6666666666667
5000,30791182094,2009.1666666666667,2015.5833333333333
5000,29743616729,2015.3333333333333,2015.5833333333333
5000,20276672155,2009.1666666666667,2015.5833333333333
5000,50822076809,2000.1666666666667,2015.5833333333333
5000,46992691121,0.0,2002.75
5000,47179498315,2009.0833333333333,2015.5833333333333
5000,49008058222,2000.3333333333333,2015.5833333333333
5000,40083186583,0.0,2003.5
5000,13269209426,2009.0,2015.5833333333333
5000,54292311755,0.0,2001.75
5000,36952560608,2013.0833333333333,2015.5833333333333
5000,35155640181,2012.1666666666667,2015.5833333333333
5000,15445135673,2005.0833333333333,2015.5833333333333
5006,17192990755,2006.75,2015.5833333333333
5000,12110528795,2004.6666666666667,2015.5833333333333
5000,43504756691,0.0,2013.75
5006,49008168009,1999.0833333333333,2015.5833333333333
5000,18130587236,2008.3333333333333,2015.5833333333333
5000,21080154425,2002.0,2015.5833333333333
5000,24989367499,0.0,2011.1666666666667
5006,32108773605,2000.25,2015.5833333333333
5000,35604958170,2015.25,2015.5833333333333
5000,49320296967,2012.5,2015.5833333333333
5000,36080855321,2000.25,2015.5833333333333
5000,12692034660,2000.5,2015.5833333333333
5000,33057510940,2007.6666666666667,2015.5833333333333
5000,16626116980,2000.4166666666667,2015.5833333333333
5000,46676822764,0.0,2003.0833333333333
5000,50131958337,2008.5,2015.5833333333333
5006,26316292581,2000.5833333333333,2015.5833333333333
5006,12829308724,2000.3333333333333,2015.5833333333333
5000,14767013809,2013.1666666666667,2015.5833333333333
5000,19415613173,2014.6666666666667,2015.5833333333333
5000,46314823725,1999.0833333333333,2015.5833333333333
5000,16163055203,2013.25,2015.5833333333333
5006,26007955777,2001.75,2015.5833333333333
5000,28847137015,0.0,2007.1666666666667
5006,35797064547,0.0,2003.0
5000,32253645200,2000.25,2015.5833333333333
5000,38064287654,1999.0833333333333,2015.5833333333333
5000,33525474259,2011.6666666666667,2015.5833333333333
5000,31758044793,2002.5,2015.5833333333333
5006,21149706954,2011.25,2015.5833333333333
5000,43002791445,0.0,2006.0833333333333
5000,52166789577,0.0,2014.0833333333333
5000,12898920724,2006.0833333333333,2015.5833333333333
5000,36155447411,0.0,2013.5
5006,27007756452,0.0,2012.0
5000,26107963254,0.0,2010.5
5000,14295252108,2001.0833333333333,2015.5833333333333
5000,42603020131,2014.0833333333333,2015.5833333333333
5000,17113442318,0.0,2009.5
5000,44856450288,1999.0833333333333,2015.5833333333333
5000,38687792887,2001.25,2015.5833333333333
5000,34525246373,1999.0833333333333,2015.5833333333333
5000,55085097883,0.0,2006.1666666666667
5000,12082092957,1999.0833333333333,2015.5833333333333
5000,21096577445,0.0,2005.0
5006,47008023809,2002.4166666666667,2015.5833333333333
5000,47127620704,0.0,2014.5
5006,13351990567,2012.25,2015.5833333333333
5000,47967385774,2013.0,2015.5833333333333
5000,38469629151,2007.4166666666667,2015.5833333333333
5000,13481821321,2001.6666666666667,2015.5833333333333
5000,25105012673,2003.5,2015.5833333333333
5000,16910846652,2013.5833333333333,2015.5833333333333
5006,50020047009,2000.3333333333333,2015.5833333333333
5006,40148969199,2011.0833333333333,2015.5833333333333
5000,14166730687,2013.0833333333333,2015.5833333333333
5000,35856894317,0.0,2013.3333333333333
5000,36050825148,0.0,2015.1666666666667
5000,18131808716,2008.5833333333333,2015.5833333333333
5000,25104262430,2007.5,2015.5833333333333
5000,38256229385,1999.0833333333333,2015.5833333333333
5000,23098230141,0.0,2012.5833333333333
5000,40083203070,0.0,2000.5833333333333
5000,35117137630,0.0,2008.3333333333333
5006,41385291769,0.0,2015.0833333333333
5000,45272978078,2013.1666666666667,2015.5833333333333
5000,17020190102,0.0,2007.4166666666667
5000,27167106569,2013.1666666666667,2015.5833333333333
5000,30050224819,2010.75,2015.5833333333333
5000,29739841746,2008.1666666666667,2015.5833333333333
5000,39928003236,0.0,2014.5
5000,44801074541,0.0,2011.75
5000,51007535408,2000.3333333333333,2015.5833333333333
5000,47141179795,2009.1666666666667,2015.5833333333333
5000,33128469607,0.0,2014.5
5000,44647065083,2004.1666666666667,2015.5833333333333
5000,42274697150,2003.0833333333333,2015.5833333333333
5000,26111522653,0.0,2010.1666666666667
5000,50679364238,2000.5,2015.5833333333333
5006,24068528325,2000.4166666666667,2015.5833333333333
5000,52319568705,2000.3333333333333,2015.5833333333333
5006,20961261524,2002.5833333333333,2015.5833333333333
5000,19606836358,2005.1666666666667,2015.5833333333333
5000,44220654612,2000.5833333333333,2015.5833333333333
5000,34082491512,0.0,2011.0
5006,52206337557,2001.3333333333333,2015.5833333333333
5000,50749423395,2000.5,2015.5833333333333
5000,51898260236,2006.4166666666667,2015.5833333333333
5000,28100933980,2002.5833333333333,2015.5833333333333
5000,52544387413,0.0,2004.4166666666667
5000,46104034282,0.0,2009.3333333333333
5000,45093990596,0.0,2009.5
5000,40842958499,0.0,2015.3333333333333
5000,36126129066,2007.5,2015.5833333333333
5000,16324427884,0.0,2013.5833333333333
5000,14021551007,2003.1666666666667,2015.5833333333333
5000,41546648900,2015.1666666666667,2015.5833333333333
5000,52160274251,2013.5,2015.5833333333333
5006,21232669848,0.0,2013.25
5000,24080411301,0.0,2012.75
5000,31658107404,2012.5833333333333,2015.5833333333333
5000,15098476058,2003.5833333333333,2015.5833333333333
5000,17566584523,0.0,2003.3333333333333
5000,29098888049,0.0,2003.5833333333333
5000,26290697283,0.0,2008.5
5000,45058380205,0.0,2001.1666666666667
5000,51703242524,0.0,2010.3333333333333
5006,27065366967,2000.4166666666667,2015.5833333333333
5000,48398807526,2005.0,2015.5833333333333
5000,49077561552,2000.25,2015.5833333333333
5000,37079215874,0.0,2005.25
5000,29087090400,2002.0,2015.5833333333333
5000,34096914895,0.0,2014.5
5000,13567188635,0.0,2015.3333333333333
5000,49145091716,0.0,2005.5
5000,39007851265,0.0,2005.0833333333333
5000,38688486831,2000.5,2015.5833333333333
5000,39582939963,2002.5,2015.5833333333333
5000,47258278710,0.0,2008.0833333333333
5000,14411739557,0.0,2001.0833333333333
5000,41006951364,0.0,2012.0833333333333
5000,16318571595,0.0,2015.4166666666667
5000,14995431013,2006.5833333333333,2015.5833333333333
5000,37474875106,2014.5,2015.5833333333333
5000,14116827548,2000.25,2015.5833333333333
5000,19099742042,0.0,2007.3333333333333
5000,30362805035,2000.25,2015.5833333333333
5000,17529712022,2006.0833333333333,2015.5833333333333
5000,21055754606,0.0,2014.5
5000,47906863767,0.0,2003.4166666666667
5000,29791834836,2006.6666666666667,2015.5833333333333
5000,24082545364,0.0,2000.5833333333333
5000,51103075432,2015.5,2015.5833333333333
5000,11627511896,2000.4166666666667,2015.5833333333333
5000,28714394155,2013.0,2015.5833333333333
5000,50970928242,2007.0833333333333,2015.5833333333333
5000,25149574456,0.0,2005.5
5000,35962549572,0.0,2012.5
5000,41474164408,2000.5,2015.5833333333333
5000,30377258324,2014.1666666666667,2015.5833333333333
5000,21857557612,0.0,2001.3333333333333
5000,15841178990,2000.5833333333333,2015.5833333333333
5006,23704348183,2014.5833333333333,2015.5833333333333
5000,38454306915,0.0,2011.75
5000,49651857201,2013.0833333333333,2015.5833333333333
5006,34369702856,2003.3333333333333,2015.5833333333333
5000,33389247121,2002.0833333333333,2015.5833333333333
5000,54194316945,0.0,2006.1666666666667
5000,14107606271,0.0,2012.0
5000,33514828316,2004.3333333333333,2015.5833333333333
5006,20811586953,2000.3333333333333,2015.5833333333333
5000,25989017471,1999.0833333333333,2015.5833333333333
5000,28942672945,2000.4166666666667,2015.5833333333333
5000,53720363017,0.0,2002.1666666666667
5000,33593587386,0.0,2015.5
5000,26417825363,1999.0833333333333,2015.5833333333333
5000,21308127947,2012.0833333333333,2015.5833333333333
5000,51393346217,2009.0,2015.5833333333333
5000,12124960523,2007.3333333333333,2015.5833333333333
5000,26124255054,0.0,2014.1666666666667
5000,24893264963,2013.0833333333333,2015.5833333333333
5006,13077799627,0.0,2004.5
5000,47200548783,2014.5,2015.5833333333333
5000,25100808929,1999.0833333333333,2015.5833333333333
5000,23120486602,0.0,2015.25
5000,54499822103,2013.0833333333333,2015.5833333333333
5000,12089005881,0.0,2010.5833333333333
5000,13809194187,2011.5,2015.5833333333333
5000,48261722726,2013.1666666666667,2015.5833333333333
5000,16199253228,2012.1666666666667,2015.5833333333333
5006,43944066100,2001.6666666666667,2015.5833333333333
5006,53108602357,2015.0833333333333,2015.5833333333333
5000,13007850722,0.0,2015.25
5000,53332421476,0.0,2013.6666666666667
5000,21889944350,2014.1666666666667,2015.5833333333333
5000,13239644232,2013.3333333333333,2015.5833333333333
5000,41007886115,2000.25,2015.5833333333333
5000,47112181272,0.0,2014.1666666666667
5000,28168347073,2014.25,2015.5833333333333
5000,12396935465,2007.3333333333333,2015.5833333333333
5000,44907139041,0.0,2002.75
5000,12421667940,2015.3333333333333,2015.5833333333333
5000,27156535643,2013.5833333333333,2015.5833333333333
5000,38357858741,2001.5833333333333,2015.5833333333333
5000,18531693264,2009.5833333333333,2015.5833333333333
5000,29136638812,2009.5833333333333,2015.5833333333333
5000,17600366550,2014.5,2015.5833333333333
5000,12044196832,0.0,2012.5
5000,44719217598,0.0,2009.0833333333333
5000,50137062509,2009.4166666666667,2015.5833333333333
5000,48084648680,2000.5,2015.5833333333333
5000,40089068409,2003.1666666666667,2015.5833333333333
5000,29875523987,2011.5,2015.5833333333333
5000,27129439717,2000.5833333333333,2015.5833333333333
5000,53830671738,2000.25,2015.5833333333333
5000,52250318969,0.0,2000.6666666666667
5000,14409064225,0.0,2014.0833333333333
5000,29636258438,2012.25,2015.5833333333333
5000,16340247320,2003.6666666666667,2015.5833333333333
5000,52487417839,2005.6666666666667,2015.5833333333333
5000,35007203436,2004.5833333333333,2015.5833333333333
5000,31829680330,0.0,2013.25
5000,49060800788,0.0,2015.0833333333333
5000,28039150610,2006.25,2015.5833333333333
5000,50008198874,1999.0833333333333,2015.5833333333333
5000,21002047949,0.0,2013.75
5000,47356993679,0.0,2012.5
5000,20928026090,0.0,2002.0
5000,48239219560,2014.1666666666667,2015.5833333333333
5000,37563679245,2013.0,2015.5833333333333
5000,25315168615,2008.0833333333333,2015.5833333333333
5006,51096186053,2000.0833333333333,2015.5833333333333
5000,35167106541,2013.1666666666667,2015.5833333333333
5006,26091109929,0.0,2012.25
5000,25284113151,2012.5833333333333,2015.5833333333333
5006,34681891366,2006.1666666666667,2015.5833333333333
5000,13088250971,0.0,2014.5
5000,48560918280,0.0,2006.0833333333333
5000,45842878840,0.0,2010.0833333333333
5006,44075757292,2000.4166666666667,2015.5833333333333
5006,48739505746,0.0,2012.1666666666667
5000,13551530946,2007.6666666666667,2015.5833333333333
5000,25825493628,2013.4166666666667,2015.5833333333333
5000,40184993156,2008.4166666666667,2015.5833333333333
5000,33833601435,2000.5,2015.5833333333333
5000,14974082107,0.0,2002.0833333333333
5006,19456696788,2003.1666666666667,2015.5833333333333
5000,49008016528,0.0,2015.3333333333333
5000,38563543558,2009.5833333333333,2015.5833333333333
5006,32536423117,2000.5,2015.5833333333333
5006,22808177203,2007.3333333333333,2015.5833333333333
5000,33923200514,0.0,2015.3333333333333
5006,54203480135,2012.5,2015.5833333333333
5000,36876922344,0.0,2005.0
5000,12356469058,2003.4166666666667,2015.5833333333333
5000,30430512071,0.0,2007.6666666666667
5000,49279600338,2004.5,2015.5833333333333
5000,50318080721,2009.1666666666667,2015.5833333333333
5000,48642682466,2009.25,2015.5833333333333
5000,38145198554,2011.5833333333333,2015.5833333333333
5000,33617104688,0.0,2007.6666666666667
5000,27115283504,2005.5833333333333,2015.5833333333333
5000,46152025173,2011.5833333333333,2015.5833333333333
5000,21709356895,2011.4166666666667,2015.5833333333333
5000,50158409708,2014.5833333333333,2015.5833333333333
5000,37133681900,2008.1666666666667,2015.5833333333333
5000,24793072942,2010.6666666666667,2015.5833333333333
5000,19382576740,1999.0833333333333,2015.5833333333333
5000,43373767002,0.0,2014.0833333333333
5006,30413074984,2012.1666666666667,2015.5833333333333
5000,26950699755,2006.0833333333333,2015.5833333333333
5000,47161297776,2012.0833333333333,2015.5833333333333
5000,54184246750,0.0,2015.1666666666667
5000,21736403822,2012.0,2015.5833333333333
5000,33705174833,0.0,2007.25
5000,51729681518,0.0,2003.0833333333333
5006,19780643739,2004.4166666666667,2015.5833333333333
5000,39118308599,0.0,2008.0
5000,42765171978,2005.1666666666667,2015.5833333333333
5000,15058443617,0.0,2010.0833333333333
5000,24319772872,2002.5,2015.5833333333333
5000,50091942728,2000.4166666666667,2015.5833333333333
5000,50210311036,2012.5,2015.5833333333333
5000,22602376625,2014.0,2015.5833333333333
5000,16394854226,1999.1666666666667,2015.5833333333333
5000,49902074522,2010.3333333333333,2015.5833333333333
5000,38025162014,2000.3333333333333,2015.5833333333333
5000,21008780201,0.0,2012.75
5000,14128114661,2007.0833333333333,2015.5833333333333
5006,27087528514,0.0,2006.3333333333333
5000,41779477087,0.0,2003.0833333333333
5000,45256713932,2013.1666666666667,2015.5833333333333
5006,36008178998,0.0,2014.5
5000,22253206480,0.0,2003.5
5000,49934869343,0.0,2010.6666666666667
5006,54728380088,0.0,2015.5
5000,30107097501,2007.0833333333333,2015.5833333333333
5006,41008110889,2000.3333333333333,2015.5833333333333
5000,44740675163,1999.0833333333333,2015.5833333333333
5000,41080268962,0.0,2015.3333333333333
5000,22318533298,2015.25,2015.5833333333333
5000,33063302175,0.0,2004.5
5000,21636368848,2000.3333333333333,2015.5833333333333
5006,25749402812,2012.1666666666667,2015.5833333333333
5000,17301194998,0.0,2013.4166666666667
5000,11418545440,2006.25,2015.5833333333333
5006,28334096859,2006.6666666666667,2015.5833333333333
5000,12334849591,1999.0833333333333,2015.5833333333333
5000,46112435564,2015.4166666666667,2015.5833333333333
5006,38979832216,2007.0833333333333,2015.5833333333333
5000,28543270385,0.0,2006.0
5000,50847149247,0.0,2005.5833333333333
5000,31744144329,0.0,2015.0833333333333
5006,31160639547,2012.0,2015.5833333333333
5006,35576635299,2001.5833333333333,2015.5833333333333
5006,50202262930,2012.0,2015.5833333333333
5000,44100147957,0.0,2008.5833333333333
5000,12063937434,2009.5833333333333,2015.5833333333333
5006,20987998652,2014.75,2015.5833333333333
5000,48007588061,2000.3333333333333,2015.5833333333333
5000,23162573770,0.0,2006.0833333333333
5000,51959801282,0.0,2007.25
5006,34778667321,0.0,2013.25
5000,13007727666,0.0,2011.6666666666667
5000,17732861107,2000.3333333333333,2015.5833333333333
5000,43269060866,2000.25,2015.5833333333333
5000,12126603516,2006.75,2015.5833333333333
5000,35118911541,2006.25,2015.5833333333333
5000,44131844025,2008.5,2015.5833333333333
5000,45800234570,1999.0833333333333,2015.5833333333333
5000,11481387664,0.0,2014.75
5000,41341228789,2008.5,2015.5833333333333
5000,14206002489,2005.25,2015.5833333333333
5000,40003043007,0.0,2002.1666666666667
5000,36757233789,2000.4166666666667,2015.5833333333333
5000,38145940595,2008.25,2015.5833333333333
5000,36136603948,2010.0833333333333,2015.5833333333333
5000,41092156959,2000.3333333333333,2015.5833333333333
5000,38117634616,0.0,2015.3333333333333
5000,49410517397,0.0,2003.6666666666667
5000,53830049485,2000.3333333333333,2015.5833333333333
5000,18074630827,2000.3333333333333,2015.5833333333333
5000,32401803363,0.0,2003.25
5000,12591660880,2000.5833333333333,2015.5833333333333
5000,19079485626,2000.4166666666667,2015.5833333333333
5006,27136260010,2009.3333333333333,2015.5833333333333
5000,28236715404,2007.4166666666667,2015.5833333333333
5000,33086128850,0.0,2015.3333333333333
5000,40600467525,2014.5833333333333,2015.5833333333333
5000,54179200407,2010.1666666666667,2015.5833333333333
5000,50114749450,2005.5833333333333,2015.5833333333333
5000,34329973279,2001.6666666666667,2015.5833333333333
5000,18115059973,2005.5833333333333,2015.5833333333333
5000,31501649434,2007.4166666666667,2015.5833333333333
5000,35080564585,2000.4166666666667,2015.5833333333333
5000,33007773926,2002.4166666666667,2015.5833333333333
5000,53998169781,0.0,2011.4166666666667
5000,54553324983,2008.0833333333333,2015.5833333333333
5000,28131744771,2008.5833333333333,2015.5833333333333
5000,54650280239,2002.4166666666667,2015.5833333333333
5006,21487957155,2010.0833333333333,2015.5833333333333
5000,18120996410,0.0,2012.5833333333333
5000,47798130388,2000.5,2015.5833333333333
5000,48090774375,0.0,2005.0
5000,46481076010,0.0,2015.1666666666667
5006,30562247959,1999.0833333333333,2015.5833333333333
5000,13098154404,0.0,2006.75
5000,29002925243,2009.5833333333333,2015.5833333333333
5000,39922704086,2003.3333333333333,2015.5833333333333
5006,13105986266,2001.0,2015.5833333333333
5000,49167138307,2004.75,2015.5833333333333
5000,35206774055,2000.3333333333333,2015.5833333333333
5000,23068708664,0.0,2003.1666666666667
5000,39457937269,0.0,2015.3333333333333
5000,54927340324,2000.25,2015.5833333333333
5000,13590792651,2011.0833333333333,2015.5833333333333
5006,22365112770,1999.0833333333333,2015.5833333333333
5000,45113970607,0.0,2006.75
5000,45093059253,0.0,2004.25
5000,23102575897,0.0,2012.5833333333333
5000,29142193608,2000.25,2015.5833333333333
5000,43239174912,2014.1666666666667,2015.5833333333333
5000,50156636569,2007.5,2015.5833333333333
5006,26162013901,0.0,2013.6666666666667
5000,13054867695,2000.25,2015.5833333333333
5000,32061717292,1999.0833333333333,2015.5833333333333
5000,43143041007,2010.4166666666667,2015.5833333333333
5000,43108231705,0.0,2014.4166666666667
5000,45910653969,1999.0833333333333,2015.5833333333333
5000,37096031593,0.0,2010.5833333333333
5006,30092307063,1999.0833333333333,2015.5833333333333
5000,53187268693,2011.0833333333333,2015.5833333333333
5000,13234352674,0.0,2007.3333333333333
5000,20579607835,2011.5833333333333,2015.5833333333333
5000,37809259937,2008.0833333333333,2015.5833333333333
5000,38733236198,0.0,2000.5833333333333
5000,53125141218,2000.4166666666667,2015.5833333333333
5000,54128430082,0.0,2001.6666666666667
5000,14127853490,0.0,2014.1666666666667
5006,22160362854,2012.75,2015.5833333333333
5000,19499856381,0.0,2008.0833333333333
5000,29979004938,2000.5,2015.5833333333333
5000,44645987059,2012.1666666666667,2015.5833333333333
5000,15131692716,0.0,2013.4166666666667
5000,49292161645,0.0,2011.5833333333333
5006,54097893109,1999.0833333333333,2015.5833333333333
5000,38603461406,2001.5833333333333,2015.5833333333333
5000,54007708394,2008.5833333333333,2015.5833333333333
5006,40702517189,0.0,2012.0833333333333
5000,48603220049,2004.5833333333333,2015.5833333333333
5006,17139678710,0.0,2015.3333333333333
5006,34125275765,2008.4166666666667,2015.5833333333333
5006,42452439429,0.0,2011.5
5000,50257676963,0.0,2004.1666666666667
5000,19335741384,2000.25,2015.5833333333333
5000,32772732021,2007.3333333333333,2015.5833333333333
5000,12007683927,2000.1666666666667,2015.5833333333333
5000,36093978217,0.0,2012.6666666666667
5000,49169850597,2014.4166666666667,2015.5833333333333
5000,21088346150,1999.0833333333333,2015.5833333333333
5006,22982711429,2000.25,2015.5833333333333
5000,26387697267,2000.5,2015.5833333333333
5000,20850610798,0.0,2007.0833333333333
5000,19165805247,2013.75,2015.5833333333333
5000,18008194616,2000.4166666666667,2015.5833333333333
5000,13068903748,0.0,2002.1666666666667
5006,48118947002,2015.3333333333333,2015.5833333333333
5000,22897852735,0.0,2015.4166666666667
5000,41855415106,1999.0833333333333,2015.5833333333333
5000,12299627654,0.0,2014.0833333333333
5006,25705405005,2013.25,2015.5833333333333
5000,20379342198,2000.4166666666667,2015.5833333333333
5006,14994632801,0.0,2010.4166666666667
5000,40367702464,2010.3333333333333,2015.5833333333333
5000,25844554548,2013.0,2015.5833333333333
5006,52249390840,2000.5833333333333,2015.5833333333333
5000,34143185675,0.0,2010.3333333333333
5000,53727236051,2000.5,2015.5833333333333
5000,47202489748,2015.25,2015.5833333333333
5000,37456137160,2005.75,2015.5833333333333
5000,20656017095,2006.1666666666667,2015.5833333333333
5000,17609059443,0.0,2001.4166666666667
5006,14223907734,0.0,2004.5
5000,21779410664,0.0,2000.5833333333333
5000,20118789692,0.0,2015.3333333333333
5000,47129188950,0.0,2014.5
5000,41417310567,2005.1666666666667,2015.5833333333333
5000,23496848421,0.0,2015.25
5000,32957897270,2011.5833333333333,2015.5833333333333
5000,29021981184,2007.0833333333333,2015.5833333333333
5000,23522494354,0.0,2007.6666666666667
5000,33654957701,0.0,1999.0833333333333
5000,48109372661,0.0,2007.25
5000,41641334190,0.0,2007.3333333333333
5000,48644633530,2007.5833333333333,2015.5833333333333
5000,17484073171,0.0,2000.75
5000,47456813873,0.0,2014.5
5000,35009699299,2000.4166666666667,2015.5833333333333
5000,30741413485,0.0,2014.0
5006,16607296948,1999.1666666666667,2015.5833333333333
5000,24974831332,0.0,2003.5833333333333
5000,47595355474,0.0,2006.6666666666667
5000,30662910159,2009.75,2015.5833333333333
5000,50149744663,2012.6666666666667,2015.5833333333333
5000,54822631839,0.0,2014.0833333333333
5000,28992994908,0.0,2002.0833333333333
5000,11205937390,2008.1666666666667,2015.5833333333333
